DOW;AUT;ACH;SOI;IDN5;NM5;IDN4;NM4;IDN3;NM3;IDN2;NM2;VYMERA;NUTS1;NUTS1_CODE;NUTS2;NUTS2_CODE;NUTS3;NUTS3_CODE;LAU1;LAU1_CODE;LAU2;LAU2_CODE
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812102;Dolné Otrokovce;506958;Dolné Otrokovce;203;Hlohovec;2;Trnavský;9305231;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Dolné Otrokovce;SK0213506958
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812111;Dolné Plachtince;515973;Dolné Plachtince;610;Veľký Krtíš;6;Banskobystrický;9877033;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Dolné Plachtince;SK032A515973
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812129;Dolné Saliby;503746;Dolné Saliby;202;Galanta;2;Trnavský;18683997;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Dolné Saliby;SK0212503746
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812137;Dolné Semerovce;502189;Dolné Semerovce;402;Levice;4;Nitriansky;11860819;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Dolné Semerovce;SK0232502189
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812145;Dolné Srnie;505951;Dolné Srnie;304;Nové Mesto nad Váhom;3;Trenčiansky;8787980;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Nové Mesto nad Váhom;SK0224;Dolné Srnie;SK0224505951
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812153;Dolné Strháre;515981;Dolné Strháre;610;Veľký Krtíš;6;Banskobystrický;14350536;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Veľký Krtíš;SK032A;Dolné Strháre;SK032A515981
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812161;Dolné Štitáre;582719;Štitáre;403;Nitra;4;Nitriansky;7494228;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Štitáre;SK0233582719
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812170;Dolné Trhovište;506966;Dolné Trhovište;203;Hlohovec;2;Trnavský;10057251;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Dolné Trhovište;SK0213506966
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812188;Dolné Vestenice;513989;Dolné Vestenice;307;Prievidza;3;Trenčiansky;13836035;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Prievidza;SK0227;Dolné Vestenice;SK0227513989
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812196;Dolné Zahorany;514632;Dolné Zahorany;609;Rimavská Sobota;6;Banskobystrický;6385637;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Dolné Zahorany;SK0329514632
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812200;Dolné Zelenice;556521;Dolné Zelenice;203;Hlohovec;2;Trnavský;2719125;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Hlohovec;SK0213;Dolné Zelenice;SK0213556521
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812226;Dolný Badín;518310;Dolný Badín;605;Krupina;6;Banskobystrický;6244160;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Dolný Badín;SK0325518310
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812234;Dolný Bar;501557;Dolný Bar;201;Dunajská Streda;2;Trnavský;8199530;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Dolný Bar;SK0211501557
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812242;Mad;555649;Mad;201;Dunajská Streda;2;Trnavský;7714584;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Dunajská Streda;SK0211;Mad;SK0211555649
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812251;Dolný Harmanec;508551;Dolný Harmanec;601;Banská Bystrica;6;Banskobystrický;44292695;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Dolný Harmanec;SK0321508551
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812277;Dolný Hričov;517526;Dolný Hričov;511;Žilina;5;Žilinský;9045236;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Žilina;SK031B;Dolný Hričov;SK031B517526
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812293;Dolný Chotár;503754;Dolný Chotár;202;Galanta;2;Trnavský;13881640;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Galanta;SK0212;Dolný Chotár;SK0212503754
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812307;Dolný Kalník;512206;Dolný Kalník;506;Martin;5;Žilinský;1333707;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Dolný Kalník;SK0316512206
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812315;Dolný Kubín;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;7257950;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812331;Veľký Bysterec;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;7204506;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812340;Malý Bysterec;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;1514983;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812404;Záskalie;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;8048618;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812455;Kubínska Hoľa;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;5074173;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812463;Medzihradné;509540;Dolný Kubín;503;Dolný Kubín;5;Žilinský;2587799;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Dolný Kubín;SK0313;Dolný Kubín;SK0313509540
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812471;Dolný Lieskov;546640;Dolný Lieskov;306;Považská Bystrica;3;Trenčiansky;3098972;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Dolný Lieskov;SK0226546640
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812480;Dolný Lopašov;506982;Dolný Lopašov;204;Piešťany;2;Trnavský;22934132;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Dolný Lopašov;SK0214506982
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812501;Dolný Moštenec;512842;Považská Bystrica;306;Považská Bystrica;3;Trenčiansky;5737300;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Považská Bystrica;SK0226512842
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812510;Dolný Ohaj;503151;Dolný Ohaj;404;Nové Zámky;4;Nitriansky;17027675;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Dolný Ohaj;SK0234503151
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812536;Svätý Peter;501115;Svätý Peter;401;Komárno;4;Nitriansky;34321185;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Komárno;SK0231;Svätý Peter;SK0231501115
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812544;Dolný Pial;502197;Dolný Pial;402;Levice;4;Nitriansky;13989499;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Dolný Pial;SK0232502197
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812552;Dolný Tisovník;518450;Horný Tisovník;604;Detva;6;Banskobystrický;7510792;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Detva;SK0324;Horný Tisovník;SK0324518450
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812561;Dolný Vadičov;509175;Dolný Vadičov;504;Kysucké Nové Mesto;5;Žilinský;5952139;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Kysucké Nové Mesto;SK0314;Dolný Vadičov;SK0314509175
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812579;Domadice;502201;Domadice;402;Levice;4;Nitriansky;13617357;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Domadice;SK0232502201
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812587;Domaníky;518336;Domaníky;605;Krupina;6;Banskobystrický;7874984;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Domaníky;SK0325518336
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812595;Domaniža;513008;Domaniža;306;Považská Bystrica;3;Trenčiansky;22717160;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Považská Bystrica;SK0226;Domaniža;SK0226513008
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812625;Domaňovce;526479;Domaňovce;704;Levoča;7;Prešovský;12834048;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Domaňovce;SK0414526479
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812641;Donovaly;508560;Donovaly;601;Banská Bystrica;6;Banskobystrický;17503411;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Banská Bystrica;SK0321;Donovaly;SK0321508560
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812714;Dovalovo;510726;Liptovský Hrádok;505;Liptovský Mikuláš;5;Žilinský;13501189;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Liptovský Mikuláš;SK0315;Liptovský Hrádok;SK0315510726
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812722;Drábsko;508578;Drábsko;603;Brezno;6;Banskobystrický;4767081;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Brezno;SK0323;Drábsko;SK0323508578
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812757;Drahňov;528331;Drahňov;807;Michalovce;8;Košický;17565308;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Michalovce;SK0427;Drahňov;SK0427528331
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812773;Drahovce;506991;Drahovce;204;Piešťany;2;Trnavský;24041107;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Drahovce;SK0214506991
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812803;Dravce;526487;Dravce;704;Levoča;7;Prešovský;13035450;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Levoča;SK0414;Dravce;SK0414526487
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812811;Dražice;514641;Dražice;609;Rimavská Sobota;6;Banskobystrický;11509408;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Dražice;SK0329514641
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812820;Dražkovce;512214;Dražkovce;506;Martin;5;Žilinský;4387206;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Martin;SK0316;Dražkovce;SK0316512214
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812854;Dražovce;500011;Nitra;403;Nitra;4;Nitriansky;13390792;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nitra;SK0233;Nitra;SK0233500011
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812871;Drážovce;518344;Drážovce;605;Krupina;6;Banskobystrický;8027785;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Drážovce;SK0325518344
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812889;Drienčany;514659;Drienčany;609;Rimavská Sobota;6;Banskobystrický;8456333;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Drienčany;SK0329514659
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812897;Papča;514659;Drienčany;609;Rimavská Sobota;6;Banskobystrický;2546219;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Drienčany;SK0329514659
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812901;Drienica;524344;Drienica;708;Sabinov;7;Prešovský;10218837;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Drienica;SK0418524344
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812927;Drienov;524352;Drienov;707;Prešov;7;Prešovský;20261901;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Drienov;SK0417524352
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812935;Drienovec;521337;Drienovec;806;Košice - okolie;8;Košický;28070247;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Drienovec;SK0426521337
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812943;Drienovo;518352;Drienovo;605;Krupina;6;Banskobystrický;15323283;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Krupina;SK0325;Drienovo;SK0325518352
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;812960;Drienovská Nová Ves;524361;Drienovská Nová Ves;707;Prešov;7;Prešovský;6301442;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Prešov;SK0417;Drienovská Nová Ves;SK0417524361
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813001;Drietoma;505960;Drietoma;309;Trenčín;3;Trenčiansky;35832373;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Drietoma;SK0229505960
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813052;Drňa;514667;Drňa;609;Rimavská Sobota;6;Banskobystrický;12313292;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Drňa;SK0329514667
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813061;Drnava;525642;Drnava;808;Rožňava;8;Košický;26904277;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Rožňava;SK0428;Drnava;SK0428525642
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813079;Kostoľany nad Hornádom;582514;Kostoľany nad Hornádom;806;Košice - okolie;8;Košický;6876973;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Kostoľany nad Hornádom;SK0426582514
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813087;Malá Vieska;521345;Družstevná pri Hornáde;806;Košice - okolie;8;Košický;6842549;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Družstevná pri Hornáde;SK0426521345
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813095;Tepličany;521345;Družstevná pri Hornáde;806;Košice - okolie;8;Košický;2707533;Slovensko;SK0;Východné Slovensko;SK04;Košický kraj;SK042;Košice - okolie;SK0426;Družstevná pri Hornáde;SK0426521345
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813109;Drženice;502219;Drženice;402;Levice;4;Nitriansky;9056466;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Levice;SK0232;Drženice;SK0232502219
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813117;Držkovce;514675;Držkovce;608;Revúca;6;Banskobystrický;20689509;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Revúca;SK0328;Držkovce;SK0328514675
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813125;Ďubákovo;557323;Ďubákovo;607;Poltár;6;Banskobystrický;6392242;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Poltár;SK0327;Ďubákovo;SK0327557323
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813133;Dubinné;519138;Dubinné;701;Bardejov;7;Prešovský;7077233;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Bardejov;SK0411;Dubinné;SK0411519138
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813141;Dubnica nad Váhom;513016;Dubnica nad Váhom;302;Ilava;3;Trenčiansky;30532039;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Ilava;SK0222;Dubnica nad Váhom;SK0222513016
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813222;Dubnička;542857;Dubnička;301;Bánovce nad Bebravou;3;Trenčiansky;8109268;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Bánovce nad Bebravou;SK0221;Dubnička;SK0221542857
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813249;Dubník;503169;Dubník;404;Nové Zámky;4;Nitriansky;33596721;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Dubník;SK0234503169
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813265;Mikulášov dvor;503169;Dubník;404;Nové Zámky;4;Nitriansky;1938955;Slovensko;SK0;Západné Slovensko;SK02;Nitriansky kraj;SK023;Nové Zámky;SK0234;Dubník;SK0234503169
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813281;Dubno;514683;Dubno;609;Rimavská Sobota;6;Banskobystrický;3611100;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Dubno;SK0329514683
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813290;Dubodiel;505978;Dubodiel;309;Trenčín;3;Trenčiansky;20191054;Slovensko;SK0;Západné Slovensko;SK02;Trenčiansky kraj;SK022;Trenčín;SK0229;Dubodiel;SK0229505978
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813303;Dubová;507881;Dubová;107;Pezinok;1;Bratislavský;13799413;Slovensko;SK0;Bratislavský kraj;SK01;Bratislavský kraj;SK010;Pezinok;SK0107;Dubová;SK0107507881
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813311;Dubová;527254;Dubová;712;Svidník;7;Prešovský;12545840;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Svidník;SK041C;Dubová;SK041C527254
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813320;Dolné Dubovany;507008;Dubovany;204;Piešťany;2;Trnavský;5881206;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Dubovany;SK0214507008
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813338;Horné Dubovany;507008;Dubovany;204;Piešťany;2;Trnavský;5456087;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Piešťany;SK0214;Dubovany;SK0214507008
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813346;Vlčkovany;504343;Dubovce;206;Skalica;2;Trnavský;5207894;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Dubovce;SK0216504343
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813354;Vidovany;504343;Dubovce;206;Skalica;2;Trnavský;3250967;Slovensko;SK0;Západné Slovensko;SK02;Trnavský kraj;SK021;Skalica;SK0216;Dubovce;SK0216504343
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813362;Dubové;512222;Dubové;509;Turčianske Teplice;5;Žilinský;28293831;Slovensko;SK0;Stredné Slovensko;SK03;Žilinský kraj;SK031;Turčianske Teplice;SK0319;Dubové;SK0319512222
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813371;Dubové;518361;Dubové;611;Zvolen;6;Banskobystrický;13296710;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Zvolen;SK032B;Dubové;SK032B518361
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813389;Dubovec;514691;Dubovec;609;Rimavská Sobota;6;Banskobystrický;9196092;Slovensko;SK0;Stredné Slovensko;SK03;Banskobystrický kraj;SK032;Rimavská Sobota;SK0329;Dubovec;SK0329514691
2021-02-26;GKÚ;Geodetická (< 10 cm);Overený spracovaním;813397;Dubovica;524379;Dubovica;708;Sabinov;7;Prešovský;17153999;Slovensko;SK0;Východné Slovensko;SK04;Prešovský kraj;SK041;Sabinov;SK0418;Dubovica;SK0418524379
